study,Arm,Year,ind_clu,ICC_for_cRCT,Country,Single_multi,Age_mean,Age_sd,Age_n,F_n,Hyp_n,Insomnia diagnosis,Dx,Primary insomnia_n,Comorbidities,Comment,se,sd,cr,th,cw,sr,sc,re,pi,w,dt,ns,he,tg,ind,gp,ff,ae,treatment_component,treatment_group,treatment_binary,duration_weeks,n,r,remission,def_remission_response,scale used,Severity_bl_mean,Severity_bl_sd,Severity_bl_n,Severity_ch_mean,Severity_ch_sd,Severity_ch_n,Severity_ep_mean,Severity_ep_sd,Severity_ep_n,Severity_scale,r_imputed,dropout,SE_mean,SE_sd,SE_n,TST_mean,TST_sd,TST_n,SOL_mean,SOL_sd,SOL_n,WASO_mean,WASO_sd,WASO_n,r_long,remission_long,r_long_scale_used,Severity_mean_long,Severity_sd_long,Severity_n_long,Severity_ch_mean_long,Severity_ch_sd_long,Severity_ch_n_long,r_imputed_long,r_imputed_long_scale_used,r_weeks_long,DropOutRate,Overall
Hagatun2019,Patient education,2019,individual,*,Norway,multi,44.8,13.7,86,61,*,1. formal_DSM,1,86,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,se+sd+ns,PE,control,9,86,5,5,ISI<8,ISI,18,3.643274212,86,*,*,*,15.75,5.100705772,65,ISI,3,21,75.52,9.182005272,51,353,51.0111404,51,45.29,28.63911168,51,35.56,23.39225153,51,*,*,*,*,*,*,*,*,*,*,*,*,21.5,S
Hall2022,CBTI,2022,individual,*,USA,multi,51.2,17.1,20,18,*,1. formal_DSM,1,0,1. primary_secondary_mixed,cancer surviver,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+cw+sr+sc+re+dt+ns+ind+ff,CBT,active,4,20,8,*,*,*,18.1,4.6,20,*,*,*,8.7,4.9,19,ISI,8,*,86.5,11.1,20,385,67.4,20,16.1,25.2,20,29,33.7,20,10,*,*,7,4.9,18,*,*,*,10,ISI,12,0,S
Hall2022,EUC,2022,individual,*,USA,multi,55.3,10.3,20,16,*,1. formal_DSM,1,0,1. primary_secondary_mixed,cancer surviver,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,se+sd+dt+ns,PE,control,4,20,2,*,*,*,17.9,3.8,20,*,*,*,14.3,4.9,19,ISI,2,*,81.5,11.1,20,425,67.4,20,21.4,25.2,20,28,33.7,20,2,*,*,13,4.9,19,*,*,*,2,ISI,12,0,S
Ham2020,Control,2020,individual,*,South Korea,single,55.45,4.43,20,30,*,2. informal_other_self_reported_scales,2,16,1. primary_secondary_mixed,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,se+ns+gp+ff,PE,control,5,30,1,*,*,*,13.39,6.09,20,*,*,*,14.5,4.4,20,ISI,1,10,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,14.39,6.26,20,*,*,*,3,ISI,53,24.1,H
Ham2020,Experimetal,2020,individual,*,South Korea,single,53.83,6.64,24,28,*,2. informal_other_self_reported_scales,2,20,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,se+sd+cr+sr+sc+re+ns+ind+gp+ff,CBT,active,5,28,9,*,*,*,11.04,4.92,24,*,*,*,9.61,5.75,24,ISI,9,4,*,*,*,*,*,*,*,*,*,*,*,*,7,*,*,9.78,4.09,24,*,*,*,7,ISI,53,24.1,H
Harris2012-1,ISR+SCT,2012,individual,*,Australia,multi,36.9,11.5,20,17,0,3. others,3,20,0. primary_insomnia,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+sc+ns+ind+ff,BT,active,4,20,7,*,*,*,11.47,1.98,20,*,*,*,6.37,2.59,20,PSQI,7,0,84.2,5.68,20,411.91,50.91,20,24.7,12.83,20,42.42,25.32,20,9,*,*,5.89,3.27,20,*,*,*,9,PSQI,28,7.7,S
Harris2012-1,ISR,2012,individual,*,Australia,multi,38.53,13.3,19,11,0,3. others,3,19,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,4,19,2,*,*,*,11.13,2.31,19,*,*,*,8.88,3.05,15.96,PSQI,2,3,79.85,8.84,15.96,403.23,55.37,15.96,38.41,16.24,15.96,60.71,59.01,15.96,4,*,*,8.53,5.02,15.96,*,*,*,4,PSQI,28,7.7,S
Harris2012-2,SCT,2012,individual,*,USA,multi,42.2,13.1,20,15,0,3. others,3,20,0. primary_insomnia,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+sc+ns+ind+ff,BT,active,4,20,2,*,*,*,11.73,1.75,20,*,*,*,8.73,2.71,16.8,PSQI,2,3,81.57,7.34,16.8,387.95,57.36,16.8,38.94,29.39,16.8,42.66,37.53,16.8,*,*,*,*,*,*,*,*,*,*,*,*,12.5,S
Harris2012-2,CONTROL,2012,individual,*,USA,multi,43.8,13.8,20,13,0,3. others,3,20,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,4,20,0,*,*,*,12.22,3.02,20,*,*,*,11.11,2.72,18,PSQI,0,2,68.24,14.14,18,350.26,76.76,18,68.65,37.72,18,80.31,57.38,18,*,*,*,*,*,*,*,*,*,*,*,*,12.5,S
Harris2019,BI,2019,individual,*,USA,multi,55.7,12.2,12,8,*,2. informal_ISI,2,0,3. phy_heart_failure,,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+sr+sc+ns+ind+ff,BT,active,4,12,5,*,*,*,17.6,5.8,12,*,*,*,10,8.2,12,ISI,5,1,81.7,23.9,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.7,S
Harris2019,SMC,2019,individual,*,USA,multi,55.6,10.8,11,8,*,2. informal_ISI,2,0,3. phy_heart_failure,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sd,PE,control,4,11,1,*,*,*,16.6,4.9,11,*,*,*,14.8,4.7,11,ISI,1,1,84.3,8.5,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.7,S
Harvey2014,BT,2014,individual,*,"USA, Canada",multi,48.5,13.6,63,40,25,1. formal_DSM,1,*,4. psy_phy_mixed,,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,sd+sr+sc+dt+ns+ind+ff,BT,active,8,63,22,22,ISI<8,ISI,18.91,3.413019191,63,*,*,*,9.57,5.476705214,63,ISI,22,5,85.56,10.31843011,63,374.89,59.9262672,63,19.24,29.0503494,63,23.76,25.16109497,63,20,20,ISI,10.16,5.794195371,63,*,*,*,20,ISI,32,18.5,L
Harvey2014,CBT,2014,individual,*,"USA, Canada",multi,46.9,11.3,60,32,21,1. formal_DSM,1,*,4. psy_phy_mixed,,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,sd+cr+sr+sc+dt+ns+ind+ff,CBT,active,8,60,33,33,ISI<8,ISI,18.51,3.795523679,60,*,*,*,7.94,4.492660682,60,ISI,28,2,84.84,9.140240697,60,380.15,62.35503187,60,16.76,18.12556206,60,26.62,25.79406909,60,32,32,ISI,8.1,4.802499349,60,*,*,*,27,ISI,32,18.5,L
Harvey2014,CT,2014,individual,*,"USA, Canada",multi,46.7,12.8,65,45,20,1. formal_DSM,1,*,4. psy_phy_mixed,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+cr+dt+ns+ind+ff,CT,active,8,65,18,18,ISI<8,ISI,18.16,3.869883719,65,*,*,*,9.95,5.079222381,65,ISI,20,6,78.83,15.15704457,65,366.15,75.14024221,65,22.9,22.49369912,65,38.45,31.84591811,65,29,29,ISI,9.25,6.127315889,65,*,*,*,25,ISI,32,18.5,L
Harvey2015,CBTI-BP,2015,individual,*,USA,multi,37.7,12.4,30,19,16,1. formal_DSM,1,0,2. psy_bipolar,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+dt+ns+ind+ff,CBT,active,8,30,17,17,ISI<8,ISI,17.87,4.67,30,*,*,*,6.45,5.49,24,ISI,14,6,87.83,7.41,24,436,80.19,24,20.1,19.13,24,18.03,19.34,24,14,14,ISI,6.82,6.11,22,*,*,*,12,ISI,32,20.7,S
Harvey2015,PE,2015,individual,*,USA,multi,35.5,9.3,28,17,16,1. formal_DSM,1,0,2. psy_bipolar,,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,sd+re+dt+ns+ind+ff,RT,active,8,28,3,3,ISI<8,ISI,18.86,3.82,28,*,*,*,13.9,5.32,22,ISI,3,6,84.52,11.39,22,441.67,97.39,22,40,57.33,22,17.24,28.46,22,4,4,ISI,12.63,5.21,19,*,*,*,3,ISI,32,20.7,S
Ho2014,SH,2014,individual,*,Hong Kong,multi,38.6,11.8,104,70,28,3. others,3,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns,CBT,active,6,104,20,*,*,*,15.4,5.099019514,104,*,*,*,12,5.099019514,104,ISI,20,44,83.4,15.29705854,104,394.3,88.72293954,104,35.3,40.79215611,104,28.4,47.93078343,104,29,*,*,11.6,7.138627319,104,*,*,*,29,ISI,18,37.6,S
Ho2014,WL,2014,individual,*,Hong Kong,multi,39.9,12.7,105,79,27,3. others,3,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,6,105,10,*,*,*,15.3,5.123475383,105,*,*,*,14.3,5.123475383,105,ISI,10,40,78.4,15.37042615,105,386.1,91.19786182,105,49.5,43.03719322,105,45,50.21005875,105,*,*,*,*,*,*,*,*,*,*,*,*,37.6,S
Ho2014,SHS,2014,individual,*,Hong Kong,multi,36.9,13,103,73,24,3. others,3,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,se+sd+cr+sr+sc+re+dt+ns+he+tg+ind,CBT,active,6,103,16,*,*,*,16.4,5.074445783,103,*,*,*,12.7,5.074445783,103,ISI,16,45,83.8,15.22333735,103,389.3,87.28046746,103,34.9,40.59556626,103,31.2,46.6849012,103,29,*,*,11.7,7.104224096,103,*,*,*,29,ISI,18,37.6,S
Ho2021,CBT,2021,individual,*,Hong Kong,multi,43.1,14.3,13,11,1,2. informal_ISI,2,*,1. primary_secondary_mixed,,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,se+sd+cr+cw+sr+sc+re+ns+gp+ff,CBT,active,6,13,3,3,ISI<8,ISI,16.2,5.3,13,*,*,*,8,2.2,7,ISI,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,42.3,S
Ho2021,WL,2021,individual,*,Hong Kong,multi,36.6,11.7,13,9,0,2. informal_ISI,2,*,1. primary_secondary_mixed,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,w,WL,control,6,13,0,0,ISI<8,ISI,17,6.5,13,*,*,*,18.1,5,8,ISI,0,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,42.3,S
Holmqvist2014,Web-based,2014,individual,*,Canada,single,*,*,*,28,*,1. formal_Edinger2004,1,*,1. primary_secondary_mixed,,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,se+sd+cr+th+sr+sc+re+ns,CBT,active,6,39,24,24,ISI<10,ISI,18.72,3.760292542,38,*,*,*,12.78,6.904143683,38,ISI,8,4,78.2,12.94526941,38,368.4,70.27431963,38,33.06,25.89053881,38,45.06,43.15089802,38,11,*,*,11.65,7.335652664,38,*,*,*,11,ISI,14,5.5,S
Holmqvist2014,Telehealth-based,2014,individual,*,Canada,single,*,*,*,27,*,1. formal_Edinger2004,1,*,1. primary_secondary_mixed,,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,se+sd+cr+th+sr+sc+re+ns+gp,CBT,active,6,34,18,18,ISI<10,ISI,18.5,3.790118732,34,*,*,*,10.77,5.947570933,34,ISI,10,0,77.4,12.24499898,34,356.4,66.4728516,34,32.34,25.18971219,34,43.68,40.23356807,34,13,*,*,9.55,6.064189971,34,*,*,*,13,ISI,14,5.5,S
Horsch2017,App,2017,individual,*,Netherland,multi,39,13,79,45,8,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,se+sd+sr+sc+re+dt+ns+ae,BT,active,6,74,17,17,ISI<8,ISI,16.4,3.1,74,*,*,*,9.9,4.9,74,ISI,23,29,84.8,5.3,74,421,37,74,20,12,74,24,11,74,*,*,*,*,*,*,*,*,*,*,*,*,30.1,H
Horsch2017,Wl,2017,individual,*,Netherland,multi,41,13.9,74,49,3,1. formal_DSM,1,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,6,79,6,6,ISI<8,ISI,16.4,3.3,79,*,*,*,13.2,4.5,79,ISI,8,17,78.3,7.6,79,401,47,79,30,19,79,44,25,79,*,*,*,*,*,*,*,*,*,*,*,*,30.1,H
Hou2014,Control,2014,individual,*,China,single,52.4,14.5,47,25,9,2. informal_PSQI,2,0,3. phy_others,hemodiarlysis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,dt,NT,control,12,51,0,*,*,*,16.2,2.2,47,*,*,*,16.4,2.2,47,PSQI,0,4,*,*,*,*,*,*,70.3,21.1,47,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4.9,H
Hou2014,Treatment,2014,individual,*,China,single,54.5,13.8,51,31,6,2. informal_PSQI,2,0,3. phy_others,hemodiarlysis,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,sr+sc+re+dt+ns+gp+ff,BT,active,12,52,0,*,*,*,15.7,2.1,51,*,*,*,12.6,2.3,51,PSQI,0,1,*,*,*,*,*,*,48.3,17.9,51,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4.9,H
Jacobs1993,MF,1993,individual,*,USA,multi,36.7,*,10,8,0,3. others,3,10,0. primary_insomnia,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,sd+sc+re+ns+ind+ff,BT,active,10,10,9,*,*,*,77.3,36.5,10,*,*,*,17.5,9.9,10,SOL,9,0,*,*,*,*,*,*,17.5,9.9,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Jacobs1993,SC,1993,individual,*,USA,multi,36.7,*,10,8,0,3. others,3,10,0. primary_insomnia,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,sd+sc+ns+ind+ff,BT,active,10,10,6,*,*,*,74.9,26,10,*,*,*,28,14.4,10,SOL,6,0,*,*,*,*,*,*,28,14.4,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Jacobs2004,Combination,2004,individual,*,USA,single,49.1,9.6,18,12,0,1. formal_DSM,1,18,0. primary_insomnia,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+dt+ns+ind+ff,CBT,active,8,18,6,6,SOL<30,SOL,72.6,40.8,18,*,*,*,38.7,36.8,13,SOL,5,5,80.4,15.3,13,366.9,80.5,13,38.7,36.8,13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21.2,H
Jacobs2004,Pharmacotherapy,2004,individual,*,USA,single,45.4,9.3,15,11,0,1. formal_DSM,1,15,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,se+sd+dt+ns+ind+ff,PE,control,8,15,2,2,SOL<30,SOL,71.5,38.4,15,*,*,*,58.7,44.5,13,SOL,3,2,67.2,20.4,11,372.9,83.7,13,58.7,44.5,13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21.2,H
JanssonFrojmark2012a,BT+CW,2012,individual,*,Sweden,multi,57.8,14.7,10,5,3,1. formal_Edinger2004,1,10,0. primary_insomnia,,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,sd+cw+sr+sc+dt+ns+ind+ff,CBT,active,4,11,0,0,ISI<8,ISI,22,2.1,10,*,*,*,12.4,2,10,ISI,0,1,*,*,*,353,20.6,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9.1,L
JanssonFrojmark2012a,BT,2012,individual,*,Sweden,multi,55.2,10.7,11,6,2,1. formal_Edinger2004,1,11,0. primary_insomnia,,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,sd+sr+sc+dt+ns+ind+ff,BT,active,4,11,0,0,ISI<8,ISI,20.9,1.8,11,*,*,*,15.3,2.9,11,ISI,0,1,*,*,*,358.2,28.8,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9.1,L
JanssonFrojmark2012b,CBT-I,2012,individual,*,Sweden,multi,57.8,6.6,17,10,5,1. formal_DSM,1,0,3. phy_others,Hearing impariment,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+cw+sr+sc+re+ns+ind+ff,CBT,active,7,17,4,4,ISI<8,ISI,17.6,4,17,*,*,*,10.5,4.4,17,ISI,4,2,*,*,*,385.3,22.7,17,*,*,*,*,*,*,3,3,ISI,11.3,6.8,17,*,*,*,5,ISI,19,6.3,S
JanssonFrojmark2012b,WLC,2012,individual,*,Sweden,multi,53.6,10.4,15,10,5,1. formal_DSM,1,0,3. phy_others,Hearing impariment,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,7,15,0,0,ISI<8,ISI,19,5.7,15,*,*,*,18.1,5.3,15,ISI,0,0,*,*,*,383.7,60.7,15,*,*,*,*,*,*,0,0,ISI,18.2,4,15,*,*,*,0,ISI,19,6.3,S
Jarnefelt2020,Self-help-based CBT-I,2020,individual,*,Finland,multi,41,10.4,27,21,19,1. formal_ICD,1,0,3. phy_others,Shift workers,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,se+sd+cr+th+cw+sr+sc+re+dt+ns+tg,CBT,active,9,29,4,*,*,*,13.6,5.2,19,*,*,*,10.7,4.4,19,ISI,4,10,91.7,11.1,17,444,60,17,23.4,25.2,17,22.3,33.7,17,4,*,*,10.7,4.9,16,*,*,*,4,ISI,34,18.6,H
Jarnefelt2020,Group-based CBT-I,2020,individual,*,Finland,multi,45,10.4,26,18,17,1. formal_ICD,1,0,3. phy_others,Shift workers,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+th+cw+sr+sc+re+dt+ns+gp+ff,CBT,active,9,30,5,*,*,*,15.4,5,20,*,*,*,10.9,5.4,20,ISI,5,10,90.3,11.1,20,414,42,20,22,25.2,20,24.8,33.7,20,5,*,*,11.1,5.7,18,*,*,*,5,ISI,34,18.6,H
Jarnefelt2020,Sleep hygiene education,2020,individual,*,Finland,multi,47,10.4,22,17,12,1. formal_ICD,1,0,3. phy_others,Shift workers,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,se+sd+dt+ns,PE,control,9,24,5,*,*,*,13,4.8,20,*,*,*,10.6,4.7,20,ISI,5,4,88.6,11.1,17,420,78,17,19.4,25.2,17,23.6,33.7,17,4,*,*,10.6,5,15,*,*,*,4,ISI,34,18.6,H
Javaheri2020,Control,2020,individual,*,USA,multi,72.9,9.2,16,14,*,2. informal_ISI,2,0,3. phy_heart_failure,coronary heart disease,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,sd+dt+ns,PE,control,6,16,3,*,*,*,15.6,3.1,16,-3.3,5.1,16,12.3,4.9,16,ISI,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14.7,H
Javaheri2020,Intervention,2020,individual,*,USA,multi,70.3,10,18,11,*,2. informal_ISI,2,0,3. phy_heart_failure,coronary heart disease,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,se+sd+cr+sr+sc+re+dt+ns+ae,CBT,active,6,18,6,*,*,*,15.6,4.3,18,-6.2,5.3,18,9.4,4.9,18,ISI,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14.7,H
Jernelov2012,Wait list,2012,individual,*,Sweden,multi,45.4,16,44,40,25,1. formal_Edinger2004,1,4,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,6,44,1,1,ISI<8,ISI,16.7,3.7,44,*,*,*,15.6,4.7,44,ISI,2,5,74.5,11.5,43,393,75.6,43,62.2,42.4,43,30.4,28.9,43,3,*,*,14.2,4.7,44,*,*,*,3,ISI,12,6.4,S
Jernelov2012,Bibliotherapy with support,2012,individual,*,Sweden,multi,50.8,11.8,44,33,20,1. formal_Edinger2004,1,5,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns+he+tg,CBT,active,6,44,27,27,ISI<8,ISI,17.5,3.5,44,*,*,*,7.6,4.5,44,ISI,22,1,85.4,6.8,44,364.2,61.2,44,24.9,17,44,17,16.8,44,19,*,*,8.4,5.1,44,*,*,*,19,ISI,12,6.4,S
Jernelov2012,Bibliotherapy,2012,individual,*,Sweden,multi,47.4,13.3,45,36,14,1. formal_Edinger2004,1,1,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns,CBT,active,6,45,11,11,ISI<8,ISI,16.6,3.8,45,*,*,*,11.2,4.2,45,ISI,9,1,76.4,10.9,45,373.2,61.2,45,45.1,32.2,45,32,27,45,12,*,*,10.4,4.8,45,*,*,*,12,ISI,12,6.4,S
Johann2020,Control,2020,individual,*,Germany,multi,41.2,15.1,23,15,0,1. formal_DSM,1,23,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,8,23,3,*,*,*,14.5,5,23,*,*,*,13,4.7,23,ISI,3,2,*,*,*,372,78,23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4.3,S
Johann2020,Treatment,2020,individual,*,Germany,multi,40.8,14,23,14,0,1. formal_DSM,1,23,0. primary_insomnia,,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,se+sd+cr+cw+sr+sc+re+pi+ns+ind+ff,CBT,active,8,23,14,*,*,*,15.4,4.3,23,*,*,*,6.5,3.8,23,ISI,14,0,*,*,*,378,84,23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4.3,S
Jungquist2010,Treatment,2010,individual,*,USA,multi,52,9.9,19,16,*,3. others,3,0,3. phy_others,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+ns+ind+ff,CBT,active,8,19,15,*,*,*,17,4,19,*,*,*,4,4,19,ISI,15,4,94,3,19,408,35,19,9,4,19,12,8,19,14,*,*,3,1,14,*,*,*,14,ISI,24,25,S
Jungquist2010,Control,2010,individual,*,USA,multi,43,10.7,9,8,*,3. others,3,0,3. phy_others,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,sd+ns+ind+ff,PE,control,8,9,2,*,*,*,19,3,9,*,*,*,13,6,9,ISI,2,3,76,16,9,352,73,9,44,27,9,44,32,9,0,*,*,9,1,4,*,*,*,0,ISI,24,25,S
Kaku2012,Control,2012,individual,*,Japan,single,37,10.2,69,12,*,2. informal_AIS,2,112,0. primary_insomnia,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,w,WL,control,3,112,7,*,*,*,8.5,2.7,69,1.5,4.153311931,69,10,3.5,69,PSQI,7,43,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32.3,H
Kaku2012,Intervention,2012,individual,*,Japan,single,35.6,9.8,82,9,*,2. informal_AIS,2,111,0. primary_insomnia,,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sr+sc+re+ns+ind+ff,BT,active,3,111,24,*,*,*,8.4,3,82,-1,3.622154055,82,7.4,3.5,82,PSQI,24,29,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32.3,H
Kaldo2015,Control,2015,individual,*,Sweden,multi,49,15.6,75,57,37,1. formal_Edinger2004,1,*,1. primary_secondary_mixed,,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,se+sd+th+re+dt+ns+ae,CBT,active,8,75,11,11,ISI<8,ISI,16.5,3.8,75,*,*,*,11.8,4.4,75,ISI,12,15,77.8,10.9,75,390,64.8,75,40.4,32.1,75,*,*,*,29,29,ISI,9.6,4.8,75,*,*,*,25,ISI,48,14.9,S
Kaldo2015,Treatment,2015,individual,*,Sweden,multi,47,15.2,73,59,33,1. formal_Edinger2004,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,se+sd+cr+sr+sc+dt+ns+tg+ae,CBT,active,8,73,31,31,ISI<8,ISI,16.8,3.8,73,*,*,*,8.3,4.1,73,ISI,31,7,84.7,9.4,73,396.6,57.6,73,27.4,24.8,73,*,*,*,34,34,ISI,8.9,4.1,73,*,*,*,27,ISI,48,14.9,S
Kaldo2020,CAU,2020,individual,*,Sweden,single,57.9,10.8,20,15,10,1. formal_Edinger2004,1,11,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,8,20,2,2,ISI<8,ISI,14.9,4.4,20,*,*,*,13.8,6.1,15,ISI,2,5,73.7,10,15,376.8,63.6,15,63.6,71.4,15,38.4,36,15,*,*,*,*,*,*,*,*,*,*,*,*,17.5,H
Kaldo2020,Seflhelp book-group,2020,individual,*,Sweden,single,52.2,10.7,20,17,9,1. formal_Edinger2004,1,7,1. primary_secondary_mixed,,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,se+sd+cr+th+sr+sc+re+dt+ns+he+tg+gp+ff,CBT,active,8,20,8,8,ISI<8,ISI,17.1,4.1,20,*,*,*,9.9,4.4,18,ISI,5,2,77,9.7,18,373.2,43.2,18,38.4,19.2,18,31.8,25.8,18,*,*,*,*,*,*,*,*,*,*,*,*,17.5,H
Kallestad2021,FtF CBT-I,2021,individual,*,Norway,single,41.3,12.5,52,41,33,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+dt+ns+ind+ff,CBT,active,6,52,26,26,ISI<8,ISI,18.4,3.7,52,*,*,*,8.4,5.1,50,ISI,21,2,81.4,12.4,48,351,72,48,24.4,21.6,48,27,28.1,48,27,27,ISI,8.9,6,48,*,*,*,20,ISI,33,6.9,S
Kallestad2021,dCBT-I,2021,individual,*,Norway,single,41.4,10.5,49,35,31,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,se+sd+cr+sr+sc+dt+ns,CBT,active,6,49,8,8,ISI<8,ISI,19.4,4.1,49,*,*,*,13.7,7,44,ISI,8,5,77.7,16.1,39,333.6,95.4,39,30,26,39,32.2,31.2,39,10,10,ISI,12.3,6.9,41,*,*,*,10,ISI,33,6.9,S
